movieCd,movieNm,movieNmEn,movieNmOg,watchGradeNm,openDt,showTm,genreNm,peopleNm,companyNm
20196309,스파이더맨: 파 프롬 홈,Spider-Man: Far From Home,,12세이상관람가,20190702,129,,존 왓츠,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
20183867,알라딘,Aladdin,,전체관람가,20190523,127,,가이 리치,월트디즈니컴퍼니코리아 유한책임회사
20184047,토이 스토리 4,Toy Story 4,,전체관람가,20190620,99,,조시 쿨리,월트디즈니컴퍼니코리아 유한책임회사
20183782,기생충,PARASITE,,15세이상관람가,20190530,131,,봉준호,(주)바른손이앤에이
20196655,존 윅 3: 파라벨룸,John Wick: Chapter 3 - parabellum,,청소년관람불가,20190626,131,,채드 스타헬스키,TCO(주)더콘텐츠온
20199951,애나벨 집으로,Annabelle Comes Home,,15세이상관람가,20190626,105,,게리 도버먼,워너브러더스 코리아(주)
20198453,롱 리브 더 킹: 목포 영웅,Long Live the King,,15세이상관람가,20190619,117,,강윤성,영화사 필름몬스터
20190273,천로역정: 천국을 찾아서,The Pilgrim's Progress,,전체관람가,20190613,113,,로버트 페르난데스,(재)CBS
20182585,비스트,The Beast,,15세이상관람가,20190626,130,,이정호,(주)스튜디오앤뉴
20183867,알라딘,Aladdin,,전체관람가,20190523,127,,가이 리치,월트디즈니컴퍼니코리아 유한책임회사
20184047,토이 스토리 4,Toy Story 4,,전체관람가,20190620,99,,조시 쿨리,월트디즈니컴퍼니코리아 유한책임회사
20196655,존 윅 3: 파라벨룸,John Wick: Chapter 3 - parabellum,,청소년관람불가,20190626,131,,채드 스타헬스키,TCO(주)더콘텐츠온
20183782,기생충,PARASITE,,15세이상관람가,20190530,131,,봉준호,(주)바른손이앤에이
20198453,롱 리브 더 킹: 목포 영웅,Long Live the King,,15세이상관람가,20190619,117,,강윤성,영화사 필름몬스터
20199951,애나벨 집으로,Annabelle Comes Home,,15세이상관람가,20190626,105,,게리 도버먼,워너브러더스 코리아(주)
20182585,비스트,The Beast,,15세이상관람가,20190626,130,,이정호,(주)스튜디오앤뉴
20190273,천로역정: 천국을 찾아서,The Pilgrim's Progress,,전체관람가,20190613,113,,로버트 페르난데스,(재)CBS
20192022,마담 싸이코,Greta,,15세이상관람가,20190626,98,,닐 조단,(주)쇼박스
20196657,맨 인 블랙: 인터내셔널,Men in Black: International,,12세이상관람가,20190612,115,,F. 게리 그레이,롯데컬처웍스(주)롯데엔터테인먼트
20183867,알라딘,Aladdin,,전체관람가,20190523,127,,가이 리치,월트디즈니컴퍼니코리아 유한책임회사
20184047,토이 스토리 4,Toy Story 4,,전체관람가,20190620,99,,조시 쿨리,월트디즈니컴퍼니코리아 유한책임회사
20183782,기생충,PARASITE,,15세이상관람가,20190530,131,,봉준호,(주)바른손이앤에이
20198453,롱 리브 더 킹: 목포 영웅,Long Live the King,,15세이상관람가,20190619,117,,강윤성,영화사 필름몬스터
20196657,맨 인 블랙: 인터내셔널,Men in Black: International,,12세이상관람가,20190612,115,,F. 게리 그레이,롯데컬처웍스(주)롯데엔터테인먼트
20196655,존 윅 3: 파라벨룸,John Wick: Chapter 3 - parabellum,,청소년관람불가,20190626,131,,채드 스타헬스키,TCO(주)더콘텐츠온
20190273,천로역정: 천국을 찾아서,The Pilgrim's Progress,,전체관람가,20190613,113,,로버트 페르난데스,(재)CBS
20190885,사탄의 인형,Child's Play,,청소년관람불가,20190620,90,,라스 클리브버그,(주)이수C&E
20182387,엑스맨: 다크 피닉스,X-MEN: DARK PHOENIX,,12세이상관람가,20190605,113,,사이먼 킨버그,이십세기폭스코리아(주)
20190466,세상을 바꾼 변호인,ON THE BASIS OF SEX,,12세이상관람가,20190613,120,,미미 레더,CGV아트하우스
20183867,알라딘,Aladdin,,전체관람가,20190523,127,,가이 리치,월트디즈니컴퍼니코리아 유한책임회사
20183782,기생충,PARASITE,,15세이상관람가,20190530,131,,봉준호,(주)바른손이앤에이
20196657,맨 인 블랙: 인터내셔널,Men in Black: International,,12세이상관람가,20190612,115,,F. 게리 그레이,롯데컬처웍스(주)롯데엔터테인먼트
20182387,엑스맨: 다크 피닉스,X-MEN: DARK PHOENIX,,12세이상관람가,20190605,113,,사이먼 킨버그,이십세기폭스코리아(주)
20190273,천로역정: 천국을 찾아서,The Pilgrim's Progress,,전체관람가,20190613,113,,로버트 페르난데스,(재)CBS
19880001,이웃집 토토로,My Neighbor Totoro,となりの トトロ,전체관람가,20010728,87,,미야자키 하야오,(주)스마일이엔티
20191401,업사이드,The Upside,,12세이상관람가,20190613,125,,닐 버거,(주)디스테이션
20198291,로켓맨,Rocketman,,15세이상관람가,20190605,121,,덱스터 플레처,롯데컬처웍스(주)롯데엔터테인먼트
20190466,세상을 바꾼 변호인,ON THE BASIS OF SEX,,12세이상관람가,20190613,120,,미미 레더,CGV아트하우스
20184889,어벤져스: 엔드게임,Avengers: Endgame,,12세이상관람가,20190424,180,,안소니 루소,월트디즈니컴퍼니코리아 유한책임회사
20183782,기생충,PARASITE,,15세이상관람가,20190530,131,,봉준호,(주)바른손이앤에이
20183867,알라딘,Aladdin,,전체관람가,20190523,127,,가이 리치,월트디즈니컴퍼니코리아 유한책임회사
20182387,엑스맨: 다크 피닉스,X-MEN: DARK PHOENIX,,12세이상관람가,20190605,113,,사이먼 킨버그,이십세기폭스코리아(주)
19880001,이웃집 토토로,My Neighbor Totoro,となりの トトロ,전체관람가,20010728,87,,미야자키 하야오,(주)스마일이엔티
20198291,로켓맨,Rocketman,,15세이상관람가,20190605,121,,덱스터 플레처,롯데컬처웍스(주)롯데엔터테인먼트
20188941,악인전,"The Gangster, The Cop, The Devil",,청소년관람불가,20190515,109,,이원태,(주)비에이엔터테인먼트
20184865,고질라: 킹 오브 몬스터,Godzilla: King of the Monsters,,12세이상관람가,20190529,131,,마이클 도허티,워너브러더스 코리아(주)
20199063,빅샤크2: 해저2만리,Happy Little Submarine : 20000 Leagues under the Sea,,전체관람가,20190606,74,,신우,와이드 릴리즈(주)
20184889,어벤져스: 엔드게임,Avengers: Endgame,,12세이상관람가,20190424,180,,안소니 루소,월트디즈니컴퍼니코리아 유한책임회사
20188144,0.0MHz,0.0MHz,,15세이상관람가,20190529,101,,유선동,(주)제이엠컬쳐스
20183782,기생충,PARASITE,,15세이상관람가,20190530,131,,봉준호,(주)바른손이앤에이
20183867,알라딘,Aladdin,,전체관람가,20190523,127,,가이 리치,월트디즈니컴퍼니코리아 유한책임회사
20188941,악인전,"The Gangster, The Cop, The Devil",,청소년관람불가,20190515,109,,이원태,(주)비에이엔터테인먼트
20184865,고질라: 킹 오브 몬스터,Godzilla: King of the Monsters,,12세이상관람가,20190529,131,,마이클 도허티,워너브러더스 코리아(주)
20188144,0.0MHz,0.0MHz,,15세이상관람가,20190529,101,,유선동,(주)제이엠컬쳐스
20184889,어벤져스: 엔드게임,Avengers: Endgame,,12세이상관람가,20190424,180,,안소니 루소,월트디즈니컴퍼니코리아 유한책임회사
20184082,걸캅스,Miss & Mrs. Cops,,15세이상관람가,20190509,107,,정다원,필름모멘텀
20199448,어린 의뢰인,My First Client,,12세이상관람가,20190522,114,,장규성,이스트드림시노펙스(주)
20198597,교회오빠,A Job Who Is near Us,,전체관람가,20190516,84,,이호경,KBS
20199822,더 보이,Brightburn,,15세이상관람가,20190523,90,,데이빗 야로베스키,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
20188941,악인전,"The Gangster, The Cop, The Devil",,청소년관람불가,20190515,109,,이원태,(주)비에이엔터테인먼트
20183867,알라딘,Aladdin,,전체관람가,20190523,127,,가이 리치,월트디즈니컴퍼니코리아 유한책임회사
20184082,걸캅스,Miss & Mrs. Cops,,15세이상관람가,20190509,107,,정다원,필름모멘텀
20184889,어벤져스: 엔드게임,Avengers: Endgame,,12세이상관람가,20190424,180,,안소니 루소,월트디즈니컴퍼니코리아 유한책임회사
20199448,어린 의뢰인,My First Client,,12세이상관람가,20190522,114,,장규성,이스트드림시노펙스(주)
20187981,배심원들,Juror 8,,12세이상관람가,20190515,113,,홍승완,반짝반짝영화사(주)
20199822,더 보이,Brightburn,,15세이상관람가,20190523,90,,데이빗 야로베스키,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
20198598,명탐정 피카츄,Pokemon Detective Pikachu,,전체관람가,20190509,104,,롭 레터맨,워너브러더스 코리아(주)
20185784,나의 특별한 형제,Inseparable Bros,,12세이상관람가,20190501,113,,육상효,(주)명필름
20198597,교회오빠,A Job Who Is near Us,,전체관람가,20190516,84,,이호경,KBS
20188941,악인전,"The Gangster, The Cop, The Devil",,청소년관람불가,20190515,109,,이원태,(주)비에이엔터테인먼트
20184889,어벤져스: 엔드게임,Avengers: Endgame,,12세이상관람가,20190424,180,,안소니 루소,월트디즈니컴퍼니코리아 유한책임회사
20184082,걸캅스,Miss & Mrs. Cops,,15세이상관람가,20190509,107,,정다원,필름모멘텀
20198598,명탐정 피카츄,Pokemon Detective Pikachu,,전체관람가,20190509,104,,롭 레터맨,워너브러더스 코리아(주)
20187981,배심원들,Juror 8,,12세이상관람가,20190515,113,,홍승완,반짝반짝영화사(주)
20185784,나의 특별한 형제,Inseparable Bros,,12세이상관람가,20190501,113,,육상효,(주)명필름
20198183,뽀로로 극장판 보물섬 대모험,Treasure Island Adventure,,전체관람가,20190425,79,,김현호,(주)오콘
20185384,호텔 뭄바이,Hotel Mumbai,,15세이상관람가,20190508,122,,앤소니 마라스,글뫼 주식회사
20198597,교회오빠,A Job Who Is near Us,,전체관람가,20190516,84,,이호경,KBS
20197503,서스페리아,Suspiria,,청소년관람불가,20190516,152,,루카 구아다니노,(주)홈초이스
20184889,어벤져스: 엔드게임,Avengers: Endgame,,12세이상관람가,20190424,180,,안소니 루소,월트디즈니컴퍼니코리아 유한책임회사
20185784,나의 특별한 형제,Inseparable Bros,,12세이상관람가,20190501,113,,육상효,(주)명필름
20184082,걸캅스,Miss & Mrs. Cops,,15세이상관람가,20190509,107,,정다원,필름모멘텀
20198598,명탐정 피카츄,Pokemon Detective Pikachu,,전체관람가,20190509,104,,롭 레터맨,워너브러더스 코리아(주)
20198183,뽀로로 극장판 보물섬 대모험,Treasure Island Adventure,,전체관람가,20190425,79,,김현호,(주)오콘
20185384,호텔 뭄바이,Hotel Mumbai,,15세이상관람가,20190508,122,,앤소니 마라스,글뫼 주식회사
20188941,악인전,"The Gangster, The Cop, The Devil",,청소년관람불가,20190515,109,,이원태,(주)비에이엔터테인먼트
20187981,배심원들,Juror 8,,12세이상관람가,20190515,113,,홍승완,반짝반짝영화사(주)
20197147,어글리 돌,UglyDolls,UGLYDOLLS,전체관람가,20190501,87,,캘리 애스버리,판씨네마(주)
20169323,안도 타다오,Samurai Architect Tadao Ando,,전체관람가,20190425,73,,미즈노 시게노리,(주)영화사 진진
20184889,어벤져스: 엔드게임,Avengers: Endgame,,12세이상관람가,20190424,180,,안소니 루소,월트디즈니컴퍼니코리아 유한책임회사
20185784,나의 특별한 형제,Inseparable Bros,,12세이상관람가,20190501,113,,육상효,(주)명필름
20198183,뽀로로 극장판 보물섬 대모험,Treasure Island Adventure,,전체관람가,20190425,79,,김현호,(주)오콘
20198598,명탐정 피카츄,Pokemon Detective Pikachu,,전체관람가,20190509,104,,롭 레터맨,워너브러더스 코리아(주)
20197147,어글리 돌,UglyDolls,UGLYDOLLS,전체관람가,20190501,87,,캘리 애스버리,판씨네마(주)
20183096,생일,Birthday,,전체관람가,20190403,120,,이종언,나우필름(주)
20181877,캡틴 마블,Captain Marvel,,12세이상관람가,20190306,123,,애너 보든,월트디즈니컴퍼니코리아 유한책임회사
20169323,안도 타다오,Samurai Architect Tadao Ando,,전체관람가,20190425,73,,미즈노 시게노리,(주)영화사 진진
20060347,판의 미로 - 오필리아와 세 개의 열쇠,Pan's Labyrinth,El Laberinto Del Fauno,15세이상관람가,20061130,118,,길예르모 델 토로,(주)디스테이션
20199736,프렌즈: 둥지탈출,Manou the Swift,,전체관람가,20190501,87,,크리스찬 하스,(주)박수엔터테인먼트
20184889,어벤져스: 엔드게임,Avengers: Endgame,,12세이상관람가,20190424,180,,안소니 루소,월트디즈니컴퍼니코리아 유한책임회사
20198183,뽀로로 극장판 보물섬 대모험,Treasure Island Adventure,,전체관람가,20190425,79,,김현호,(주)오콘
20183096,생일,Birthday,,전체관람가,20190403,120,,이종언,나우필름(주)
20183454,요로나의 저주,The Curse of La Llorona,,15세이상관람가,20190417,93,,마이클 차베즈,워너브러더스 코리아(주)
20180825,미성년,Another Child,,15세이상관람가,20190411,95,,김윤석,(주)영화사레드피터
20198982,크게 될 놈,,,15세이상관람가,20190418,108,,강지은,밀짚모자영화사(주)
20181877,캡틴 마블,Captain Marvel,,12세이상관람가,20190306,123,,애너 보든,월트디즈니컴퍼니코리아 유한책임회사
19990220,노팅 힐,Notting Hill,Notting Hill,12세관람가,19990703,124,,로저 미첼,폴리그램 필름드 엔터테인먼트
20176103,돈,Money,,15세이상관람가,20190320,115,,박누리,(주)사나이픽처스
20198104,바이스,VICE,,15세이상관람가,20190411,132,,아담 맥케이,(주)콘텐츠판다
20183096,생일,Birthday,,전체관람가,20190403,120,,이종언,나우필름(주)
20183454,요로나의 저주,The Curse of La Llorona,,15세이상관람가,20190417,93,,마이클 차베즈,워너브러더스 코리아(주)
20180825,미성년,Another Child,,15세이상관람가,20190411,95,,김윤석,(주)영화사레드피터
20185406,헬보이,Hellboy,,청소년관람불가,20190410,120,,닐 마샬,메가박스중앙(주)플러스엠
20176103,돈,Money,,15세이상관람가,20190320,115,,박누리,(주)사나이픽처스
20198982,크게 될 놈,,,15세이상관람가,20190418,108,,강지은,밀짚모자영화사(주)
20181877,캡틴 마블,Captain Marvel,,12세이상관람가,20190306,123,,애너 보든,월트디즈니컴퍼니코리아 유한책임회사
20182501,왓칭,Watching,,15세이상관람가,20190417,97,,김성기,(주)스토리공감 
20198104,바이스,VICE,,15세이상관람가,20190411,132,,아담 맥케이,(주)콘텐츠판다
20198844,아이 엠 마더,Peppermint,,15세이상관람가,20190411,101,,피에르 모렐,(주)삼백상회
20183096,생일,Birthday,,전체관람가,20190403,120,,이종언,나우필름(주)
20185406,헬보이,Hellboy,,청소년관람불가,20190410,120,,닐 마샬,메가박스중앙(주)플러스엠
20176103,돈,Money,,15세이상관람가,20190320,115,,박누리,(주)사나이픽처스
20180825,미성년,Another Child,,15세이상관람가,20190411,95,,김윤석,(주)영화사레드피터
20196244,샤잠!,SHAZAM!,,12세이상관람가,20190403,131,,데이비드 F. 샌드버그,워너브러더스 코리아(주)
20185352,어스,Us,,15세이상관람가,20190327,116,,조던 필,유니버설픽쳐스인터내셔널 코리아(유)
20197423,공포의 묘지,Pet Sematary,,15세이상관람가,20190410,100,,케빈 콜쉬,롯데컬처웍스(주)롯데엔터테인먼트
20183773,장난스런 키스,Fall in Love at First Kiss,一吻定情,12세이상관람가,20190327,122,,프랭키 첸,오드
20198104,바이스,VICE,,15세이상관람가,20190411,132,,아담 맥케이,(주)콘텐츠판다
20198403,파이브 피트,Five Feet Apart,,15세이상관람가,20190410,116,,저스틴 밸도니,(주)누리픽쳐스
20196244,샤잠!,SHAZAM!,,12세이상관람가,20190403,131,,데이비드 F. 샌드버그,워너브러더스 코리아(주)
20176103,돈,Money,,15세이상관람가,20190320,115,,박누리,(주)사나이픽처스
20185352,어스,Us,,15세이상관람가,20190327,116,,조던 필,유니버설픽쳐스인터내셔널 코리아(유)
20183096,생일,Birthday,,전체관람가,20190403,120,,이종언,나우필름(주)
20183773,장난스런 키스,Fall in Love at First Kiss,一吻定情,12세이상관람가,20190327,122,,프랭키 첸,오드
20181877,캡틴 마블,Captain Marvel,,12세이상관람가,20190306,123,,애너 보든,월트디즈니컴퍼니코리아 유한책임회사
20196025,덤보,Dumbo,,전체관람가,20190327,111,,팀 버튼,월트디즈니컴퍼니코리아 유한책임회사
20197092,로망,Romang,,전체관람가,20190403,111,,이창근,(주)제이지픽쳐스
20198146,콜레트,COLETTE,,15세이상관람가,20190327,112,,워시 웨스트모어랜드,(주)넥스트엔터테인먼트월드(NEW)
20198104,바이스,VICE,,15세이상관람가,20190411,132,,아담 맥케이,(주)콘텐츠판다
20176103,돈,Money,,15세이상관람가,20190320,115,,박누리,(주)사나이픽처스
20185352,어스,Us,,15세이상관람가,20190327,116,,조던 필,유니버설픽쳐스인터내셔널 코리아(유)
20181877,캡틴 마블,Captain Marvel,,12세이상관람가,20190306,123,,애너 보든,월트디즈니컴퍼니코리아 유한책임회사
20196025,덤보,Dumbo,,전체관람가,20190327,111,,팀 버튼,월트디즈니컴퍼니코리아 유한책임회사
20183773,장난스런 키스,Fall in Love at First Kiss,一吻定情,12세이상관람가,20190327,122,,프랭키 첸,오드
20197846,악질경찰,Jo Pil-ho: The Dawning Rage,,청소년관람불가,20190320,127,,이정범,청년필름(주)
20175407,우상,Idol,,15세이상관람가,20190320,143,,이수진,리 공동체 영화사
20166301,썬키스 패밀리,Sunkist Family,,15세이상관람가,20190327,105,,김지혜,(주)영화사두둥
20197483,1919 유관순,1919 Yu-kwan-sun,,12세이상관람가,20190314,79,,신상민,유관순문화산업전문유한회사
20198146,콜레트,COLETTE,,15세이상관람가,20190327,112,,워시 웨스트모어랜드,(주)넥스트엔터테인먼트월드(NEW)
20176103,돈,Money,,15세이상관람가,20190320,115,,박누리,(주)사나이픽처스
20181877,캡틴 마블,Captain Marvel,,12세이상관람가,20190306,123,,애너 보든,월트디즈니컴퍼니코리아 유한책임회사
20197846,악질경찰,Jo Pil-ho: The Dawning Rage,,청소년관람불가,20190320,127,,이정범,청년필름(주)
20197283,이스케이프 룸,The Escape Room,,15세이상관람가,20190314,99,,애덤 로비텔,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
20175407,우상,Idol,,15세이상관람가,20190320,143,,이수진,리 공동체 영화사
20197356,라스트 미션,The Mule,,15세이상관람가,20190314,116,,클린트 이스트우드,워너브러더스 코리아(주)
20198603,페이트 스테이 나이트 헤븐즈필 제2장 로스트 버터플라이,Fate/stay night [Heaven's Feel] II.lost butterfly,,15세이상관람가,20190321,117,,스도 토모노리,(주)애니플러스
20197617,정글북: 마법 원정대,Savva,,전체관람가,20190321,80,,막심 파디브,(주)박수엔터테인먼트
20184574,그린 북,Green Book,,12세이상관람가,20190109,130,,피터 패럴리,CGV아트하우스
20196601,항거:유관순 이야기,A Resistance,,12세이상관람가,20190227,105,,조민호,(주)디씨지플러스
20181877,캡틴 마블,Captain Marvel,,12세이상관람가,20190306,123,,애너 보든,월트디즈니컴퍼니코리아 유한책임회사
20197283,이스케이프 룸,The Escape Room,,15세이상관람가,20190314,99,,애덤 로비텔,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
20196601,항거:유관순 이야기,A Resistance,,12세이상관람가,20190227,105,,조민호,(주)디씨지플러스
20176103,돈,Money,,15세이상관람가,20190320,115,,박누리,(주)사나이픽처스
20182530,극한직업,Extreme Job,,15세이상관람가,20190123,111,,이병헌,(주)어바웃필름
20197356,라스트 미션,The Mule,,15세이상관람가,20190314,116,,클린트 이스트우드,워너브러더스 코리아(주)
20185881,증인,Innocent Witness,,12세이상관람가,20190213,129,,이한,(주)무비락
20177539,사바하,SVAHA : THE SIXTH FINGER,,15세이상관람가,20190220,122,,장재현,(주)외유내강
20184574,그린 북,Green Book,,12세이상관람가,20190109,130,,피터 패럴리,CGV아트하우스
20196723,숲속왕국의 꿀벌 여왕,Tall Tales,,전체관람가,20190314,87,,아르나드 부롱,(주)팝엔터테인먼트
20181877,캡틴 마블,Captain Marvel,,12세이상관람가,20190306,123,,애너 보든,월트디즈니컴퍼니코리아 유한책임회사
20196601,항거:유관순 이야기,A Resistance,,12세이상관람가,20190227,105,,조민호,(주)디씨지플러스
20177539,사바하,SVAHA : THE SIXTH FINGER,,15세이상관람가,20190220,122,,장재현,(주)외유내강
20185881,증인,Innocent Witness,,12세이상관람가,20190213,129,,이한,(주)무비락
20182530,극한직업,Extreme Job,,15세이상관람가,20190123,111,,이병헌,(주)어바웃필름
20184574,그린 북,Green Book,,12세이상관람가,20190109,130,,피터 패럴리,CGV아트하우스
20180937,더 페이버릿: 여왕의 여자,THE FAVOURITE,,15세이상관람가,20190221,119,,요르고스 란티모스,이십세기폭스코리아(주)
20177282,리노,Lino - Adventure of Seven Lives,Lino: Uma Aventura de Sete Vidas,전체관람가,20190307,88,,라파엘 리바스,(주)스톰픽쳐스코리아
20176442,자전차왕 엄복동,Race to Freedom : Um Bok Dong,,12세이상관람가,20190227,116,,김유성,(주)셀트리온엔터테인먼트
20195743,신데렐라:마법 반지의 비밀,Cinderella and The Secret Prince,,전체관람가,20190220,87,,린 사우더랜드,예지림엔터테인먼트
20177539,사바하,SVAHA : THE SIXTH FINGER,,15세이상관람가,20190220,122,,장재현,(주)외유내강
20196601,항거:유관순 이야기,A Resistance,,12세이상관람가,20190227,105,,조민호,(주)디씨지플러스
20185881,증인,Innocent Witness,,12세이상관람가,20190213,129,,이한,(주)무비락
20182530,극한직업,Extreme Job,,15세이상관람가,20190123,111,,이병헌,(주)어바웃필름
20176442,자전차왕 엄복동,Race to Freedom : Um Bok Dong,,12세이상관람가,20190227,116,,김유성,(주)셀트리온엔터테인먼트
20195743,신데렐라:마법 반지의 비밀,Cinderella and The Secret Prince,,전체관람가,20190220,87,,린 사우더랜드,예지림엔터테인먼트
20195791,"어쩌다, 결혼",Trade Your Love,,12세이상관람가,20190227,87,,박수진,(주)비에이엔터테인먼트
20186261,드래곤 길들이기 3,How to Train Your Dragon 3,How to Train Your Dragon: The Hidden World,전체관람가,20190130,104,,딘 데블로이스,유니버설픽쳐스인터내셔널 코리아(유)
20180937,더 페이버릿: 여왕의 여자,THE FAVOURITE,,15세이상관람가,20190221,119,,요르고스 란티모스,이십세기폭스코리아(주)
20188282,알리타: 배틀 엔젤,Alita: Battle Angel,,12세이상관람가,20190205,121,,로버트 로드리게즈,이십세기폭스코리아(주)
20177539,사바하,SVAHA : THE SIXTH FINGER,,15세이상관람가,20190220,122,,장재현,(주)외유내강
20182530,극한직업,Extreme Job,,15세이상관람가,20190123,111,,이병헌,(주)어바웃필름
20185881,증인,Innocent Witness,,12세이상관람가,20190213,129,,이한,(주)무비락
20188282,알리타: 배틀 엔젤,Alita: Battle Angel,,12세이상관람가,20190205,121,,로버트 로드리게즈,이십세기폭스코리아(주)
20195743,신데렐라:마법 반지의 비밀,Cinderella and The Secret Prince,,전체관람가,20190220,87,,린 사우더랜드,예지림엔터테인먼트
20195915,해피 데스데이 2 유,Happy Death Day 2 U,,15세이상관람가,20190214,100,,크리스토퍼 랜던,유니버설픽쳐스인터내셔널 코리아(유)
20186261,드래곤 길들이기 3,How to Train Your Dragon 3,How to Train Your Dragon: The Hidden World,전체관람가,20190130,104,,딘 데블로이스,유니버설픽쳐스인터내셔널 코리아(유)
20020222,해리포터와 비밀의 방,Harry Potter And The Chamber Of Secrets,,전체관람가,20021213,161,,크리스 콜럼버스,워너브러더스 코리아(주)
20185576,콜드 체이싱,Cold Pursuit,,15세이상관람가,20190220,118,,한스 페터 몰란트,(주)제이앤씨미디어그룹
20184888,메리 포핀스 리턴즈,Mary Poppins Returns,,전체관람가,20190214,130,,롭 마샬,월트디즈니컴퍼니코리아 유한책임회사
20182530,극한직업,Extreme Job,,15세이상관람가,20190123,111,,이병헌,(주)어바웃필름
20185881,증인,Innocent Witness,,12세이상관람가,20190213,129,,이한,(주)무비락
20188282,알리타: 배틀 엔젤,Alita: Battle Angel,,12세이상관람가,20190205,121,,로버트 로드리게즈,이십세기폭스코리아(주)
